carat,cut,color,clarity,depth,table,price,x,y,z
2.91,Ideal,I,VS2,62.9,59.0,18823,13.74,13.63,8.61
0.9,Very Good,G,SI1,61.7,58.0,2831,3.66,3.72,2.28
0.61,Very Good,J,VS2,61.6,57.0,1164,2.62,2.65,1.62
0.78,Ideal,E,VS1,63.9,57.0,2297,3.12,3.1,1.99
0.63,Premium,I,SI2,62.2,58.0,1276,2.84,2.81,1.76
0.66,Premium,I,SI1,62.9,55.0,1655,3.21,3.2,2.02
1.39,Ideal,G,SI1,59.9,61.0,6150,5.74,5.88,3.48
0.9,Premium,F,VS1,61.5,61.0,2889,3.33,3.37,2.06
0.41,Ideal,G,SI2,62.4,55.0,825,1.83,1.84,1.14
0.24,Premium,J,VVS2,61.3,56.0,326,0.97,0.97,0.59
1.17,Premium,D,SI2,62.3,55.0,4873,4.95,4.91,3.07
0.2,Premium,E,VVS2,60.9,58.0,326,0.89,0.88,0.54
0.36,Ideal,H,SI2,61.6,55.0,620,1.59,1.57,0.97
0.76,Premium,H,VVS2,61.9,58.0,2319,3.28,3.26,2.02
0.49,Ideal,E,VVS2,59.8,57.0,1248,2.11,2.11,1.26
0.41,Ideal,I,VS2,64.0,56.0,708,1.8,1.78,1.14
0.42,Premium,J,VVS1,62.1,57.0,771,1.83,1.82,1.13
1.25,Premium,D,SI1,62.7,57.0,4924,5.3,5.3,3.33
1.03,Ideal,J,SI1,63.0,55.0,3176,4.77,4.82,3.02
0.36,Ideal,F,SI1,61.5,57.0,540,1.41,1.4,0.86
2.18,Fair,F,IF,62.6,53.0,14601,9.43,9.45,5.92
0.71,Premium,D,SI2,62.4,61.0,1746,2.67,2.66,1.66
0.75,Ideal,G,I1,62.3,59.0,1969,3.14,3.16,1.96
0.79,Premium,J,SI2,62.5,60.0,1868,3.18,3.13,1.97
2.1,Ideal,E,VS2,60.9,57.0,13134,9.08,9.18,5.56
0.98,Premium,G,SI1,61.5,54.0,3178,4.11,4.11,2.53
2.05,Ideal,E,VS2,62.5,56.0,13162,10.86,10.96,6.81
0.86,Very Good,D,VS2,62.8,59.0,2893,3.83,3.79,2.39
1.25,Good,J,VS2,60.8,57.0,3754,5.32,5.37,3.25
1.64,Premium,H,VS2,61.4,60.0,8377,7.4,7.48,4.57
0.69,Premium,H,SI1,64.3,61.0,1381,3.17,3.14,2.03
0.28,Very Good,H,SI1,63.0,55.0,381,1.23,1.23,0.78
0.55,Very Good,E,SI1,62.2,55.0,1075,2.45,2.45,1.53
0.55,Ideal,E,SI1,60.6,59.0,1460,2.76,2.76,1.67
0.42,Premium,F,SI1,62.3,54.0,776,1.74,1.72,1.08
0.43,Ideal,J,VS2,62.6,57.0,878,1.58,1.59,0.99
0.53,Ideal,H,VVS1,61.0,55.0,1440,2.0,1.98,1.21
0.46,Ideal,G,VS1,63.0,60.0,977,2.21,2.22,1.4
0.79,Premium,G,VVS1,62.3,56.0,2867,3.67,3.61,2.27
0.23,Premium,J,SI1,65.0,55.0,326,0.93,0.93,0.6
0.43,Premium,E,SI1,61.1,57.0,793,2.05,2.09,1.27
1.32,Ideal,F,SI1,61.7,59.0,6181,5.1,5.07,3.14
0.48,Ideal,F,IF,63.3,59.0,1252,1.81,1.81,1.15
0.24,Very Good,J,VS2,61.1,58.0,326,0.99,1.0,0.61
0.3,Good,I,VVS2,59.9,57.0,344,1.32,1.32,0.79
0.99,Very Good,G,VVS2,61.2,59.0,3542,4.72,4.64,2.87
0.57,Premium,F,VVS2,62.3,57.0,1485,2.45,2.48,1.54
0.32,Premium,E,SI1,62.4,54.0,506,1.32,1.29,0.81
0.52,Ideal,F,VS2,62.9,59.0,1299,1.98,1.96,1.24
0.21,Very Good,J,VS2,59.0,59.0,326,0.97,0.97,0.57
0.26,Ideal,J,VS2,62.5,54.0,331,1.22,1.21,0.76
0.37,Ideal,G,VVS2,59.4,58.0,822,1.62,1.63,0.96
0.46,Ideal,F,VVS1,62.1,56.0,1242,2.02,2.04,1.26
0.23,Very Good,I,SI1,61.4,56.0,326,0.98,0.97,0.6
0.44,Premium,G,SI2,61.9,59.0,737,2.02,2.03,1.25
0.26,Premium,D,VS1,62.6,57.0,401,1.05,1.04,0.66
0.99,Ideal,F,VS2,62.1,50.0,3722,4.45,4.44,2.76
0.58,Very Good,G,VVS1,62.3,57.0,1581,2.26,2.28,1.42
0.37,Premium,J,VS1,62.0,55.0,586,1.43,1.42,0.89
0.33,Premium,G,SI1,61.2,54.0,464,1.47,1.48,0.9
0.25,Premium,E,VS2,61.4,59.0,364,1.12,1.13,0.69
1.02,Ideal,F,VVS1,60.1,57.0,4302,4.34,4.35,2.61
0.4,Fair,D,VVS2,62.4,59.0,626,1.89,1.87,1.17
1.04,Premium,J,VS2,61.2,56.0,3206,4.0,4.0,2.45
3.84,Good,D,SI1,61.9,56.0,18823,15.11,15.08,9.35
0.65,Very Good,D,SI2,59.3,56.0,1870,2.88,2.87,1.71
0.31,Ideal,H,SI2,60.1,58.0,395,1.33,1.33,0.8
0.72,Very Good,E,VS2,62.9,55.0,2010,3.06,3.04,1.92
0.48,Very Good,F,VS1,61.4,59.0,1082,1.94,1.93,1.19
0.72,Ideal,G,SI2,61.9,58.0,1835,3.17,3.18,1.97
0.97,Ideal,I,VS1,61.2,56.0,3088,4.38,4.36,2.67
0.76,Good,F,SI1,62.0,55.0,1864,3.21,3.19,1.98
0.72,Premium,J,VS1,60.8,59.0,1862,3.18,3.15,1.93
0.69,Very Good,G,VS2,61.2,57.0,1670,3.09,3.16,1.91
0.31,Very Good,J,VVS2,61.9,59.0,384,1.39,1.38,0.85
0.95,Premium,G,VVS1,60.2,58.0,3679,4.61,4.66,2.79
0.48,Good,G,SI1,59.4,61.0,816,2.29,2.27,1.35
0.72,Ideal,J,SI1,62.1,58.0,1505,3.03,3.05,1.89
0.31,Very Good,H,VS2,61.7,55.0,419,1.38,1.36,0.84
0.79,Ideal,E,SI1,59.2,56.0,2389,3.14,3.15,1.86
0.46,Ideal,G,VS2,62.9,56.0,1136,2.09,2.07,1.31
0.32,Ideal,E,SI1,59.5,60.0,566,1.27,1.27,0.76
0.25,Premium,F,VS2,61.3,56.0,361,1.03,1.04,0.64
1.59,Ideal,I,VVS2,61.0,57.0,8307,6.44,6.54,3.95
0.2,Ideal,H,SI2,62.5,56.0,326,0.74,0.74,0.46
0.24,Very Good,F,SI2,61.1,55.0,326,0.93,0.95,0.57
0.24,Premium,D,SI2,60.4,59.0,326,1.07,1.09,0.65
1.6,Good,G,VS1,59.2,54.0,6644,7.25,7.29,4.31
1.88,Ideal,E,VVS2,61.7,61.0,11493,9.15,9.25,5.67
2.05,Premium,D,VVS1,63.7,56.0,17641,8.63,8.63,5.49
0.75,Very Good,D,VS2,60.6,56.0,2157,2.83,2.83,1.71
1.73,Ideal,H,VS1,62.5,59.0,8031,7.09,7.11,4.43
0.42,Fair,F,VS1,61.0,57.0,645,1.88,1.9,1.16
1.62,Ideal,E,VS2,62.5,56.0,9000,7.58,7.56,4.73
0.31,Fair,I,VS1,60.8,59.0,341,1.14,1.14,0.69
0.32,Ideal,I,SI1,61.9,58.0,443,1.13,1.13,0.7
0.76,Good,G,VS1,60.9,60.0,1913,3.33,3.35,2.04
1.5,Very Good,E,VS2,59.9,56.0,6376,7.55,7.38,4.47
0.33,Ideal,G,SI2,60.0,55.0,460,1.37,1.37,0.82
1.45,Very Good,H,VVS2,60.6,57.0,7011,5.99,6.09,3.66
1.27,Premium,D,SI1,63.2,59.0,5853,5.69,5.7,3.6
0.23,Ideal,H,SI2,62.8,59.0,326,1.01,0.99,0.63
1.97,Fair,H,VVS2,60.0,54.0,8094,7.75,7.84,4.67
0.98,Ideal,I,VVS2,63.6,59.0,3086,4.39,4.36,2.78
0.61,Good,E,SI2,61.3,58.0,1285,2.46,2.44,1.5
0.31,Good,E,VVS1,61.9,59.0,538,1.45,1.45,0.9
0.68,Good,E,SI2,63.0,58.0,1405,2.77,2.74,1.73
0.8,Ideal,J,SI1,62.5,58.0,2088,3.47,3.44,2.16
0.48,Very Good,E,I1,62.9,54.0,801,2.05,2.06,1.29
0.79,Ideal,I,I1,62.7,56.0,1718,3.77,3.73,2.35
0.84,Ideal,J,SI2,60.7,57.0,2008,3.78,3.82,2.31
0.53,Premium,J,VVS2,59.8,55.0,1146,2.22,2.26,1.34
0.24,Ideal,F,SI2,60.5,59.0,326,1.06,1.07,0.64
0.29,Ideal,I,VS1,59.6,54.0,413,1.18,1.17,0.7
0.39,Premium,H,VS2,60.6,56.0,670,1.66,1.65,1.0
0.2,Very Good,I,VVS2,59.8,58.0,326,0.92,0.93,0.55
0.27,Premium,E,VVS2,62.4,58.0,479,1.09,1.08,0.68
1.34,Ideal,I,SI1,61.7,58.0,5500,5.96,5.95,3.68
1.36,Ideal,G,SI2,59.7,59.0,5605,6.26,6.35,3.77
0.37,Very Good,G,I1,60.7,58.0,522,1.55,1.56,0.95
1.0,Very Good,H,VVS2,62.3,57.0,3467,4.36,4.34,2.71
0.84,Ideal,E,VS2,60.2,59.0,2954,3.64,3.7,2.21
0.38,Fair,D,VS2,63.3,55.0,629,1.59,1.6,1.01
0.55,Ideal,G,VS1,60.6,55.0,1350,2.28,2.27,1.38
0.83,Fair,F,SI1,62.8,56.0,2104,3.86,3.85,2.42
1.14,Ideal,E,IF,61.5,58.0,6316,4.8,4.8,2.95
0.23,Ideal,J,VS2,61.1,56.0,326,0.92,0.92,0.56
0.54,Very Good,E,SI2,61.3,59.0,1206,2.39,2.42,1.47
0.3,Good,E,SI2,61.4,58.0,347,1.31,1.31,0.8
0.43,Premium,F,SI1,62.9,54.0,836,1.96,1.97,1.24
0.3,Very Good,G,SI2,61.3,59.0,350,1.16,1.15,0.71
1.47,Premium,I,VVS1,61.1,57.0,7122,6.58,6.67,4.05
0.57,Ideal,E,VS2,61.5,59.0,1536,2.05,2.07,1.27
0.24,Very Good,H,SI1,63.6,56.0,326,1.11,1.11,0.71
0.66,Very Good,F,VS1,60.2,57.0,1609,3.16,3.19,1.91
0.66,Ideal,I,VVS2,61.8,55.0,1586,2.39,2.4,1.48
0.85,Ideal,G,SI1,61.3,56.0,2448,4.07,4.12,2.51
0.55,Very Good,I,SI2,61.4,56.0,1032,2.37,2.34,1.45
0.92,Ideal,I,SI2,62.4,60.0,2531,3.9,3.92,2.44
0.31,Ideal,J,VVS2,61.7,61.0,480,1.29,1.3,0.8
0.67,Premium,J,SI1,60.2,55.0,1378,2.62,2.61,1.57
2.35,Very Good,H,SI1,62.8,54.0,12063,10.25,10.16,6.41
0.24,Fair,H,IF,59.8,62.0,326,0.97,0.97,0.58
0.34,Ideal,E,SI1,61.5,56.0,642,1.46,1.47,0.9
0.8,Ideal,D,VVS2,60.0,60.0,3311,3.53,3.51,2.11
0.32,Ideal,G,IF,59.6,56.0,620,1.46,1.48,0.88
0.29,Good,H,SI2,61.4,61.0,326,1.25,1.22,0.76
0.27,Premium,E,VS1,60.5,55.0,449,1.12,1.13,0.68
0.67,Ideal,F,VVS2,62.1,58.0,2145,2.88,2.84,1.77
0.27,Premium,H,VVS1,60.4,55.0,381,1.1,1.11,0.67
0.21,Very Good,E,SI1,62.7,58.0,326,0.83,0.83,0.52
0.51,Premium,G,SI2,61.1,59.0,974,2.45,2.44,1.5
0.62,Ideal,G,SI2,62.1,57.0,1632,2.73,2.72,1.69
0.21,Fair,J,SI1,61.1,58.0,326,0.91,0.92,0.56
0.21,Premium,F,SI2,61.5,58.0,326,0.96,0.94,0.59
0.54,Ideal,E,SI1,60.9,56.0,1036,2.49,2.52,1.53
0.39,Premium,E,VVS1,61.3,59.0,802,1.73,1.71,1.06
0.99,Ideal,F,SI1,61.5,60.0,3451,4.54,4.52,2.78
0.63,Ideal,E,VS2,63.5,58.0,1570,2.81,2.8,1.78
0.82,Good,H,IF,61.6,61.0,2185,3.44,3.37,2.1
0.86,Very Good,G,SI1,62.5,52.0,2620,3.93,3.92,2.45
0.91,Premium,H,SI1,64.2,54.0,2420,3.19,3.15,2.04
0.93,Fair,H,VVS1,63.4,56.0,2528,4.29,4.32,2.73
0.27,Ideal,G,VS2,61.9,57.0,395,1.11,1.1,0.68
0.58,Ideal,J,SI2,61.6,57.0,1212,2.57,2.56,1.58
0.46,Very Good,I,SI2,61.4,59.0,722,1.81,1.81,1.11
0.28,Premium,E,VS2,60.5,62.0,463,1.34,1.32,0.8
0.24,Premium,G,VS2,61.5,57.0,331,0.94,0.94,0.58
1.1,Very Good,F,VS2,60.1,53.0,3864,4.22,4.27,2.55
1.18,Premium,H,VS2,59.9,56.0,4309,4.78,4.78,2.86
0.51,Ideal,F,SI1,61.9,58.0,1246,2.32,2.31,1.43
0.23,Premium,H,VVS2,63.7,59.0,326,0.98,0.99,0.63
0.75,Ideal,F,VVS1,60.2,60.0,2579,3.53,3.59,2.14
0.57,Fair,E,SI1,60.7,57.0,1029,2.45,2.48,1.5
0.64,Good,D,VS1,61.7,57.0,1580,2.94,2.96,1.82
0.37,Good,J,SI1,61.2,57.0,428,1.63,1.63,1.0
0.27,Ideal,E,SI2,62.5,56.0,368,1.16,1.17,0.73
0.58,Very Good,I,SI1,63.0,59.0,1082,2.29,2.25,1.43
0.51,Very Good,I,SI1,62.8,60.0,938,2.2,2.16,1.37
0.8,Ideal,E,VS2,61.5,60.0,2408,2.98,2.97,1.83
0.85,Very Good,F,SI1,61.4,55.0,2301,3.7,3.67,2.26
0.83,Very Good,I,VS2,62.4,61.0,2205,3.63,3.56,2.24
0.48,Premium,H,I1,61.4,55.0,901,1.73,1.75,1.07
0.38,Very Good,F,SI1,63.4,51.0,633,1.99,1.97,1.25
0.58,Premium,J,SI1,60.4,56.0,948,2.36,2.39,1.43
0.23,Very Good,F,VS1,62.6,57.0,326,0.84,0.85,0.53
0.45,Premium,E,SI2,61.8,61.0,748,1.89,1.86,1.16
0.38,Ideal,E,VVS1,61.5,59.0,805,1.48,1.47,0.91
0.48,Ideal,H,SI1,61.9,59.0,940,2.03,2.04,1.26
0.3,Ideal,D,VS2,62.0,57.0,495,1.52,1.51,0.94
0.63,Ideal,I,VS1,61.0,56.0,1280,2.69,2.72,1.65
0.39,Premium,F,SI1,61.2,56.0,624,1.64,1.64,1.01
0.81,Ideal,F,VS1,60.7,56.0,2768,3.27,3.27,1.99
0.37,Premium,I,VS2,61.1,57.0,584,1.71,1.74,1.05
0.39,Ideal,I,VS2,61.6,58.0,571,1.71,1.7,1.05
0.54,Premium,F,SI2,60.9,58.0,1121,2.44,2.47,1.5
1.32,Good,G,SI1,60.4,59.0,5113,5.49,5.43,3.3
0.25,Ideal,H,SI1,63.3,53.0,326,1.23,1.25,0.78
0.32,Ideal,H,VVS2,63.1,59.0,535,1.36,1.38,0.86
0.78,Ideal,G,SI2,62.2,59.0,2191,3.62,3.59,2.24
0.69,Very Good,I,SI2,61.6,58.0,1480,3.21,3.25,1.99
0.34,Very Good,I,SI1,60.4,56.0,483,1.68,1.69,1.02
0.5,Very Good,I,I1,61.2,58.0,850,2.29,2.36,1.42
0.92,Premium,E,SI1,62.7,58.0,2903,3.7,3.65,2.31
1.11,Good,E,VVS2,59.8,56.0,3930,4.54,4.52,2.71
0.49,Premium,E,VVS2,60.9,58.0,1001,2.21,2.19,1.34
0.52,Very Good,I,SI1,64.8,59.0,865,2.14,2.1,1.37
0.72,Very Good,D,VS1,61.8,57.0,2466,2.92,2.95,1.82
0.49,Ideal,E,VS1,59.7,55.0,1253,2.08,2.11,1.25
0.6,Ideal,J,VS2,60.7,59.0,1314,2.64,2.62,1.6
0.31,Fair,E,VS2,61.4,56.0,389,1.28,1.28,0.79
0.42,Premium,E,VS1,61.7,62.0,989,1.67,1.63,1.02
0.77,Fair,J,VS2,62.8,60.0,1533,3.23,3.22,2.03
1.54,Good,F,VVS1,60.6,56.0,7229,6.7,6.67,4.05
1.0,Ideal,I,VVS2,62.2,59.0,3866,4.32,4.32,2.69
0.95,Ideal,F,VS1,63.5,55.0,3501,3.94,3.87,2.48
0.25,Ideal,F,VS2,62.9,52.0,343,1.02,1.01,0.64
1.55,Premium,E,VS1,60.4,60.0,8358,6.28,6.36,3.82
1.85,Ideal,J,VVS2,61.7,58.0,9303,8.12,8.22,5.04
0.36,Very Good,I,SI2,63.7,57.0,439,1.51,1.49,0.96
0.93,Very Good,E,SI2,60.8,60.0,3121,4.16,4.08,2.51
0.7,Good,H,SI1,61.0,59.0,1477,2.77,2.74,1.68
0.41,Ideal,D,VVS1,64.2,57.0,1039,1.76,1.75,1.13
0.29,Very Good,G,SI2,62.1,55.0,363,1.34,1.35,0.84
0.54,Very Good,E,VS2,62.5,61.0,1383,2.25,2.25,1.4
0.41,Ideal,I,SI1,61.3,54.0,761,1.66,1.66,1.02
0.21,Good,G,SI2,62.6,55.0,326,0.87,0.87,0.55
0.87,Fair,J,VVS2,62.0,59.0,2232,3.76,3.75,2.33
1.08,Good,G,VS1,60.8,58.0,3656,5.22,5.19,3.16
0.47,Fair,G,VS1,62.8,53.0,712,2.0,1.98,1.25
0.69,Ideal,H,VS2,62.4,56.0,1642,3.11,3.09,1.94
0.8,Premium,I,VS1,62.3,61.0,2105,3.37,3.4,2.11
0.26,Very Good,D,VS1,63.0,57.0,386,1.24,1.23,0.78
0.68,Very Good,G,SI1,62.1,61.0,1472,2.99,2.97,1.85
0.67,Ideal,I,SI1,61.6,56.0,1437,3.03,3.02,1.86
0.37,Premium,F,SI1,61.1,60.0,701,1.56,1.55,0.95
0.96,Ideal,D,VVS2,60.8,54.0,4356,4.51,4.47,2.73
0.76,Premium,D,SI2,60.6,55.0,2060,3.78,3.8,2.3
0.26,Very Good,I,VS2,61.6,56.0,326,1.17,1.19,0.73
0.6,Ideal,E,SI2,61.4,59.0,1570,2.51,2.5,1.54
0.48,Premium,E,VS2,61.9,60.0,1212,2.21,2.2,1.37
0.78,Good,F,VVS2,60.3,62.0,1990,3.58,3.63,2.17
0.62,Premium,D,VVS1,63.2,58.0,1964,2.52,2.5,1.59
0.37,Very Good,D,VVS2,61.0,59.0,738,1.7,1.69,1.03
0.35,Very Good,I,VS1,65.1,61.0,524,1.59,1.59,1.03
0.51,Ideal,F,SI2,63.1,57.0,1100,2.37,2.34,1.48
0.91,Ideal,G,VS2,63.3,55.0,2869,4.01,4.01,2.54
1.75,Very Good,I,SI2,62.1,59.0,6563,7.83,7.87,4.87
0.92,Very Good,J,SI2,61.9,59.0,1999,3.4,3.39,2.1
0.43,Ideal,H,I1,60.1,61.0,706,1.88,1.89,1.13
0.59,Very Good,J,SI1,62.7,59.0,1063,2.37,2.33,1.47
0.44,Premium,G,VS1,60.7,59.0,924,1.89,1.93,1.16
0.22,Ideal,I,VS2,59.9,55.0,326,0.93,0.93,0.56
0.37,Ideal,J,SI2,62.4,59.0,515,1.8,1.77,1.11
0.21,Ideal,D,SI1,61.8,58.0,326,0.83,0.84,0.52
0.86,Ideal,F,SI1,60.8,55.0,3211,3.39,3.37,2.06
1.28,Ideal,H,VVS2,61.8,57.0,4868,4.83,4.88,3.0
1.23,Very Good,F,SI1,61.1,61.0,4424,5.21,5.16,3.16
1.0,Ideal,D,SI1,62.7,57.0,3778,4.14,4.08,2.58
0.25,Fair,I,SI1,61.3,57.0,326,1.14,1.14,0.7
0.78,Very Good,E,VVS2,62.3,61.0,2437,3.4,3.34,2.1
1.04,Fair,F,VS1,61.6,60.0,2938,3.92,3.93,2.42
0.44,Ideal,J,VS1,60.9,59.0,793,1.89,1.92,1.16
0.23,Good,E,VVS1,61.2,59.0,326,0.88,0.88,0.54
0.5,Ideal,J,VVS2,61.2,56.0,982,2.01,2.01,1.23
0.43,Ideal,G,SI1,63.0,58.0,832,1.66,1.65,1.04
1.11,Fair,J,SI2,61.5,59.0,2633,4.65,4.75,2.89
0.34,Ideal,I,SI2,62.1,59.0,540,1.53,1.54,0.95
0.96,Ideal,F,SI1,63.0,54.0,3389,4.39,4.39,2.77
0.49,Ideal,J,SI1,60.8,58.0,915,2.32,2.31,1.41
0.35,Fair,H,VVS2,61.6,54.0,490,1.56,1.56,0.96
0.44,Ideal,G,IF,62.9,57.0,1084,1.83,1.86,1.16
0.26,Ideal,G,VVS1,61.1,59.0,385,1.23,1.24,0.76
1.06,Premium,D,VS1,63.7,59.0,4100,4.51,4.4,2.83
0.28,Very Good,I,SI1,61.0,58.0,326,1.28,1.29,0.78
1.07,Premium,F,SI1,62.1,58.0,3989,5.02,5.02,3.12
0.23,Ideal,E,SI2,64.3,55.0,326,0.95,0.94,0.61
0.22,Very Good,H,VVS2,65.0,56.0,326,1.01,1.01,0.66
1.18,Good,F,VVS1,62.5,58.0,4580,5.35,5.45,3.37
0.62,Ideal,G,SI1,61.3,62.0,1601,2.75,2.7,1.67
0.21,Fair,G,SI1,63.2,59.0,326,1.04,1.03,0.65
0.64,Ideal,G,VS2,60.7,61.0,1707,2.71,2.76,1.66
0.47,Very Good,E,SI1,60.5,55.0,783,1.87,1.88,1.14
0.65,Premium,I,SI1,61.3,56.0,1513,2.8,2.77,1.71
0.81,Good,H,VS2,61.1,61.0,2122,3.46,3.48,2.12
0.71,Ideal,E,SI1,61.0,58.0,1946,3.17,3.14,1.92
1.71,Ideal,D,SI2,62.2,58.0,9785,6.74,6.63,4.16
0.61,Ideal,G,VS1,62.8,55.0,1554,2.84,2.87,1.79
0.5,Ideal,G,SI2,62.7,55.0,935,2.06,2.03,1.29
0.4,Very Good,J,VVS2,59.6,58.0,644,1.72,1.74,1.03
0.3,Very Good,E,SI1,61.9,55.0,486,1.18,1.19,0.73
0.72,Premium,I,SI1,62.2,60.0,1813,3.33,3.38,2.09
0.6,Premium,I,VS1,60.4,57.0,1147,2.48,2.52,1.51
0.66,Ideal,G,VVS2,62.8,56.0,1905,2.73,2.7,1.7
1.47,Premium,I,SI1,61.7,58.0,5039,6.58,6.58,4.06
1.24,Ideal,I,VVS1,64.0,55.0,6011,5.04,5.0,3.21
0.4,Ideal,H,VS1,62.1,59.0,804,1.74,1.72,1.07
0.26,Very Good,D,SI2,62.2,58.0,379,1.05,1.05,0.65
0.45,Ideal,E,SI2,60.5,57.0,936,1.86,1.87,1.13
0.64,Premium,G,SI1,63.7,62.0,1684,2.74,2.71,1.73
0.36,Ideal,E,VVS2,60.3,55.0,666,1.49,1.48,0.89
0.38,Very Good,G,VVS1,61.1,58.0,730,1.64,1.64,1.0
0.98,Very Good,G,VVS2,63.4,61.0,3249,4.26,4.29,2.71
0.86,Fair,G,SI2,60.6,58.0,1623,3.47,3.47,2.11
0.79,Ideal,G,SI2,61.7,56.0,2047,3.43,3.43,2.12
0.51,Ideal,F,VS2,60.8,56.0,1308,2.1,2.12,1.29
0.49,Good,E,VS2,61.6,58.0,1028,2.19,2.19,1.35
0.21,Ideal,G,VVS2,59.4,58.0,326,0.94,0.94,0.56
0.54,Premium,G,SI1,60.0,56.0,1083,2.6,2.61,1.56
0.21,Ideal,E,VVS2,60.9,59.0,326,0.92,0.92,0.56
0.6,Good,D,SI2,61.8,59.0,1272,2.58,2.62,1.61
0.2,Premium,E,SI1,62.3,56.0,326,0.76,0.76,0.47
0.62,Ideal,G,SI1,63.6,53.0,1696,3.08,3.09,1.96
0.31,Good,G,SI1,62.9,57.0,453,1.41,1.4,0.88
1.33,Premium,E,VVS2,63.2,57.0,6287,5.68,5.7,3.6
0.8,Premium,G,SI1,61.9,59.0,2164,3.4,3.4,2.1
0.52,Very Good,G,SI2,61.7,56.0,850,2.17,2.19,1.35
0.62,Very Good,H,VS2,62.3,59.0,1555,2.85,2.84,1.77
0.51,Ideal,I,SI2,60.6,56.0,938,2.29,2.26,1.38
0.41,Very Good,F,VVS2,60.0,56.0,886,1.56,1.58,0.94
0.27,Very Good,F,SI1,61.4,61.0,403,1.11,1.1,0.68
0.94,Premium,H,VS2,61.0,57.0,3347,4.01,4.01,2.45
0.48,Ideal,J,VVS2,60.3,60.0,896,2.07,2.08,1.25
1.12,Ideal,G,SI1,61.5,57.0,4664,4.72,4.67,2.89
0.87,Ideal,E,SI2,60.0,57.0,2541,4.39,4.42,2.64
0.44,Fair,J,VVS2,62.6,60.0,565,1.87,1.85,1.16
0.8,Premium,G,SI2,61.4,55.0,1820,3.43,3.49,2.12
0.78,Ideal,G,VS1,61.5,57.0,2521,3.1,3.08,1.9
0.57,Ideal,G,VS2,61.8,56.0,1395,2.75,2.72,1.69
0.83,Premium,E,VVS2,61.7,56.0,2708,3.25,3.28,2.01
0.38,Good,I,SI2,61.0,55.0,459,1.84,1.84,1.12
0.46,Premium,H,VS1,61.0,57.0,910,2.14,2.15,1.31
0.22,Good,J,VS2,63.4,58.0,326,0.79,0.8,0.51
0.31,Ideal,E,SI1,61.8,59.0,532,1.32,1.3,0.81
0.87,Good,H,VS2,59.9,59.0,2382,3.7,3.74,2.23
0.96,Very Good,G,VVS2,62.4,60.0,2868,3.67,3.69,2.3
1.08,Premium,J,VS2,61.3,58.0,3644,4.93,4.96,3.03
2.14,Premium,D,SI2,61.7,57.0,12916,9.19,9.24,5.69
1.47,Premium,I,VS1,60.3,60.0,6472,5.79,5.86,3.51
0.5,Premium,H,SI2,62.4,57.0,933,2.27,2.26,1.41
1.75,Ideal,G,SI1,61.2,60.0,7776,7.2,7.16,4.39
0.64,Premium,I,SI2,61.7,61.0,1472,2.49,2.48,1.53
0.26,Premium,G,SI1,61.5,53.0,326,1.1,1.1,0.68
0.98,Very Good,H,VVS2,62.7,59.0,3197,3.98,3.97,2.49
0.6,Very Good,H,VVS2,61.3,57.0,1348,2.55,2.57,1.57
0.45,Premium,D,VVS1,61.2,60.0,971,1.76,1.76,1.08
0.9,Premium,D,VS2,60.9,54.0,3456,3.79,3.82,2.32
0.63,Ideal,F,VS1,61.7,59.0,1719,2.75,2.77,1.7
1.09,Premium,H,VS1,60.9,58.0,3991,4.83,4.76,2.92
0.74,Ideal,D,SI2,61.8,55.0,1994,3.18,3.17,1.96
0.88,Premium,I,VS2,62.0,59.0,2388,4.19,4.11,2.57
0.45,Premium,E,VS2,62.0,54.0,1014,1.78,1.8,1.11
1.04,Ideal,G,SI1,61.4,60.0,3388,4.59,4.58,2.81
0.24,Very Good,E,SI2,63.4,60.0,326,1.09,1.08,0.69
0.95,Premium,E,SI2,61.2,54.0,2910,3.88,3.89,2.37
1.56,Ideal,F,VS2,60.8,56.0,8311,6.55,6.58,4.0
0.35,Fair,J,SI2,62.2,56.0,368,1.43,1.44,0.89
1.15,Premium,E,VS1,62.5,57.0,4178,4.6,4.56,2.86
0.53,Premium,D,VVS2,63.3,59.0,1510,2.47,2.45,1.56
2.34,Ideal,I,SI1,59.7,59.0,14291,11.06,11.22,6.65
1.38,Ideal,G,VS2,61.8,56.0,6819,5.62,5.66,3.49
1.14,Very Good,H,SI2,60.8,57.0,3167,4.79,4.78,2.91
0.63,Premium,I,VVS1,61.4,55.0,1777,2.72,2.71,1.67
2.66,Good,H,VS1,63.3,56.0,14124,11.84,11.89,7.51
0.26,Very Good,I,SI1,61.8,56.0,326,1.11,1.09,0.68
0.37,Ideal,G,VS2,60.0,58.0,775,1.43,1.45,0.86
1.22,Good,H,SI1,60.7,58.0,4101,4.9,5.0,3.0
0.39,Very Good,J,SI2,60.5,57.0,549,1.65,1.62,0.99
0.76,Ideal,I,SI1,62.0,58.0,2032,3.61,3.53,2.21
1.23,Ideal,H,I1,60.2,56.0,4039,4.79,4.8,2.89
0.98,Ideal,D,VVS2,62.2,54.0,4020,4.01,4.01,2.5
0.92,Ideal,J,IF,61.2,61.0,3181,3.81,3.81,2.33
1.17,Ideal,E,SI1,63.4,60.0,5446,5.22,5.23,3.31
0.32,Good,F,VS1,61.6,57.0,476,1.38,1.38,0.85
0.2,Premium,E,VS2,60.6,59.0,326,0.78,0.78,0.47
